k0,S
2602.663216007686,10.52196172333204
2873.5371082249435,12.504119577598303
2688.835419109818,9.871199238022708
1740.2599684153088,12.32011487572274
2700.6194740759047,13.76293989880822
1622.645387318637,6.014020733917258
1512.2388095816505,6.639412326264596
2072.0915930337987,6.903012678552971
2464.743278696678,12.446896104381251
2891.5975344708377,6.2319321134766925
1158.071681266666,6.743234996038494
2888.0463510101777,7.1352385398101115
2331.240696638959,13.606284923281839
2256.4291804472123,11.331217872173998
2891.8364315614463,9.409351767659956
2599.9170434193466,10.641638095818632
2821.555560794943,8.204007026673622
2338.999944011245,8.51568195573103
2671.032064010835,5.752429233727412
2905.232576865915,11.884153785794036
2996.788432512889,5.615215802419283
2212.186245219308,12.391971013105822
1991.3842685271015,9.443013514078178
2629.427600941945,5.682828395952143
2675.6173633048174,11.15296688730432
2445.6571614279837,8.355620287333998
1104.7049660944426,8.130901314787415
1678.541060019566,11.771336765814832
2386.9703183112224,9.768541702882791
1140.8732843707876,7.822858317805226
1480.044566438603,8.489082798312701
1799.3771430755442,11.469666487539529
2964.0735576739876,11.087767363308153
1410.746395992423,13.708145069370415
1388.8147167791824,13.40399589340765
1762.5254241153157,13.867189251024644
2172.2618851946877,9.725567469221646
1347.2998991895738,12.073472641041352
2213.5835342363566,7.91231307068106
2743.871806010956,12.1512453636075
1619.7486316443928,10.656810131851044
2084.3937821701857,14.39300472776454
1197.469020676649,6.871622475350937
1348.1480306945284,5.244278859971713
1687.109788150316,6.9516733716169155
1523.6892733717889,12.238179199851277
2093.2945594346506,8.780285747412638
2879.4112216446165,13.120259464395367
1993.434912102388,12.558155473392638
2575.7971986431958,7.812461948401709
2503.4469792189693,14.44767308531574
1576.1361907460923,12.661168988103405
2830.2182180725886,13.699803621353453
2175.919342506505,11.887342784986448
2469.2682787135464,7.895339366687044
1584.7328591135497,12.563374829529046
2192.2808022857607,5.256377566243268
1756.1099573723593,12.72625148518409
1588.2021033738306,12.513735690108785
1345.4299725119074,11.482663327263994
2878.282520121479,11.355763297038008
1689.2621894214221,12.543460324147382
1313.4303795923574,10.184855886730416
1271.0501770789176,13.31197802179967
1211.228499462069,11.214935074670574
2404.680390537227,6.071356371971244
2794.7167559843897,8.969794599800966
2129.0505808877033,11.55376630434655
1850.4111137238308,5.690010673651219
1599.1682114372106,8.926288714594662
1992.7922069774972,5.28353709690725
2298.4390684300465,13.346786943659037
1506.7461761178488,9.172388354868875
2933.181272708078,14.582399044799985
2516.952140062135,9.348794212124957
1235.4864376639127,14.683568654667951
1624.0807709073013,7.033390984341919
2820.7057869343516,13.357263218191532
2208.3826358607894,7.715104469821178
1444.2923805855016,5.884626098468313
1369.5946787555865,10.01398572887912
1446.1261178862046,6.751108819794643
1582.0892173563934,13.085449645181747
1574.5456135106979,6.255673302644333
1527.8489059547283,11.490877724733307
2536.5005278526055,11.982571930596162
1196.0411163263127,8.253955069555522
1151.5794970636118,12.996955578435113
2042.5230931846916,11.16328399523832
2901.110863039873,6.527950987820565
2175.143808469722,13.47119931199059
1401.7669371319932,5.299146598559723
2152.0677672275833,9.483676171308662
1048.8493541944583,9.001433644452273
1419.8957476781673,12.89725346913325
1611.7414700452648,10.693233040618482
1529.1278224321304,8.858473513273642
2777.377723876365,9.121937240250512
1890.7683460585422,9.276816045862365
1601.1789258071083,14.578618311010336
