k0,S
2339.5972409916685,11.482334837125599
1877.9438719058096,19.482024239834267
2481.652226135908,16.385889823987405
1197.570713947577,12.440149265889788
1618.23730389409,14.167369825063318
1813.0390010349458,17.94821883268729
586.5894816152164,10.4420393587397
2270.5686399698725,17.661149498950103
1611.2721204585844,10.759938337823428
834.1665193560657,18.049181431682975
943.7694647776148,11.627838793255076
1033.9924075388403,17.707562873145797
2166.7090903491107,11.322818239980888
1901.369479939862,16.9358007138613
1348.518129275053,10.81992488837875
1169.6424231429269,11.317267468226424
2299.7724765336106,12.525362256071162
1275.9878153340987,11.535117954931373
889.1075759412248,17.45803026216456
2028.6228613373048,17.15504729944495
2263.8471005970523,12.516357975802334
1837.013187030219,18.461257770149345
1290.7080842295736,19.49911523603581
1432.5097118012118,16.647629581362374
856.8738646193576,17.2206915147772
2318.9493928238176,19.967923586739282
925.7146442681433,15.692649602660609
1894.156541630877,12.648899452115646
1535.5495603475424,14.37694994014024
2189.6739232231803,14.534670013611885
2104.987484068146,10.220435475861114
729.6537066388424,10.991802866723363
1796.8620906138033,19.080097581904944
1849.8781614100485,16.16151029941686
1834.9419741868896,12.75249630757074
1691.405016446267,11.595341197780824
1720.411112306586,13.802582057937425
774.8954649869481,16.92067410113502
1333.8185003765466,19.691405757396268
639.3618963385868,18.25722619953482
2032.1175722414234,11.823995145148263
2420.829239233013,11.812443142166495
1909.108736378112,19.236983252509745
699.9984678335658,11.305801519492157
1097.1275362553654,14.12690632391319
1492.4667473017375,16.13569264138148
1856.863551826606,11.105691028569385
1617.5185002126407,10.798961346841468
2407.150896407756,10.106387149680026
1372.9828413960017,13.983594294395962
1968.0749303444147,14.78878200067819
904.5045337236515,19.061523654996368
1234.8594867972179,11.230688288406178
1514.3356792650452,10.454779793478915
1610.1069325285748,16.688643736406778
1220.13083678683,11.649380105542289
1620.5013669677414,13.703828274941014
2428.137366149304,17.20052621959448
1311.6273575471796,10.022570410229404
1940.6643995270679,15.561870410757557
2459.0057708301356,13.114760521627355
1870.1616876267142,17.831600845766488
1338.0043464382459,19.22257569614083
1632.9277446672604,19.651637469004548
1116.7244979556822,10.960560166981358
2209.6479124973366,11.15617820156553
1399.1708274409625,12.44857018042803
1402.1153094619112,10.85770654744135
2359.4190098205763,11.461056327839765
1235.7122172632712,19.225123867760914
741.941180351928,18.77019379397335
1904.037639918514,10.899070664115944
1489.4080004396365,14.250022059554695
1159.573238078408,10.518369373308644
2258.891618931797,14.599445215188858
2437.650084129459,11.166755204835326
1834.1827916581535,14.276710014501411
1304.2358595247085,16.858513107350873
687.7645620892861,11.225755420141763
2056.314525122355,13.497261549519783
1131.32382295344,17.67647347229128
2080.8336231973562,11.698367183189331
2057.940563595415,14.255203310799487
906.0447956168957,12.861303007268162
1521.4174630107527,12.673153884105018
1513.452355673405,12.681326224652347
980.1151469506831,16.97324169558209
1118.6178276876694,14.061415299459748
1712.0700352849635,10.197393982131247
2364.743431713643,19.04176836684367
1873.318058038514,18.596525311896716
2010.0040281724193,12.950177134298784
793.7774939694784,15.854642823307241
1055.2561957031962,16.224136145930107
1635.0734445980506,12.167228636832476
1521.145867359574,17.050615924710655
1848.0370586983327,13.571349508466852
1746.7451631059496,16.4827332403226
1445.3585463419681,13.375654466423631
1115.0269848704083,11.60834710439045
