k0,S
227.44336021714355,10.233215392332895
817.5413850318756,13.419982704799207
536.060276854146,12.693959564726484
712.3339634956969,9.654511881909137
773.5273774084376,12.902484765343253
662.1888086595554,9.619452088310647
665.821784107516,13.324000410324071
448.9297508952196,8.039291962795469
375.8412921694325,8.559191462856884
791.2604025541702,10.162592257885164
896.1057549283295,14.554809108458741
412.2830277111419,9.269240303509346
550.7921152893649,11.334375298465151
728.7793115819829,13.44740655400744
997.2156979660707,10.750822447499415
675.4070216442688,8.559760711863293
270.1804863023975,11.748598937793307
371.71860940037516,10.932628383954665
878.4594036755116,9.7577914988117
900.953757661609,9.431209268083801
802.0057662239512,10.176514735939536
575.2681982853136,8.999433035160896
952.0442511897093,9.9343422928824
219.8866786899659,8.41532965838944
968.0439370768726,9.91135257910059
943.2370444046643,14.372733423414507
354.3206922252124,9.506304012750524
935.9689036614909,9.543234440352162
774.4103953157472,14.818448311298678
910.3272940222513,10.347013416743188
461.02898738139004,13.0668607598074
421.22124887653763,10.183854152426115
416.03127368431797,12.083375577426256
410.8666478788557,13.237655564247639
470.40159247543835,13.840577454689852
283.0886298947351,11.924915687291323
959.4127852872906,14.677272932828412
752.4611198069857,10.126750593431705
760.6096122907993,9.291322587489137
326.39193849708903,10.55380370114123
330.74433404609556,9.377073368835568
392.20764927040113,9.042927871583561
521.5610655421328,10.77316086458989
793.4335518711929,10.705979293642919
718.6557178199689,13.204653222109023
369.6231557115092,14.091286656092127
527.0698996410215,13.006317242494262
973.719061503776,12.45763455327636
268.6179542492795,14.285347567638242
920.4894281187538,9.711455654008143
245.72162475336583,9.984729955093195
419.2462304974346,12.495879474633737
585.8817997377871,13.360977255928454
368.8183241905447,10.7471967611006
992.144377020499,13.683305886019525
266.1747090454429,10.483411773149736
540.3767845101224,14.00825857795358
261.6720422924895,8.168462583592863
620.886372642774,10.838585573950533
756.5436248443749,14.968373719155283
873.2163168996049,14.178244547218643
441.80843378474935,11.412812791199606
742.5247949277991,10.353795633842777
934.1680578772574,10.108972101559413
776.4212074715676,13.935835309838307
738.6495560001238,11.746325114371555
758.8105414509747,8.451777265493002
308.6866892492626,8.747617848308188
583.0744189999158,9.034238409482704
928.8582831009671,11.407523628897358
751.5212679254739,8.698700282029789
453.59218376302147,10.352365638538167
722.5341042094127,10.03304866541357
459.19399419341636,8.665381610513911
970.7630551152828,11.275403538810483
539.2038374085128,14.26822576192433
454.12444217534863,10.218731168257051
742.3274186492914,12.052504557768188
302.3886340981189,8.567693292216436
281.1522695002127,14.049970848965858
416.91570839359,14.867156066411097
922.7304166582956,8.923081049149843
442.4795572620128,13.770568513118054
939.4216282867471,10.144563662830347
969.746272324735,9.265872964249283
799.2025606796049,11.868942600447433
656.9566571043431,8.723655012118401
816.8248755136427,10.577095414713325
351.159788061929,14.234278076799278
252.9084697496354,9.52035186608718
909.4030914091265,13.800824137889306
866.3954507698724,8.567996782936351
351.6668410694183,11.561121125956175
663.1071855441779,13.978966964977328
827.2079053028652,11.353388789200428
980.407503354792,9.77165787314592
909.6913110917498,13.651403672259326
243.33470070690294,9.685355868073042
722.2030902994436,9.294639888718326
962.3419485146517,9.178826500890716
