k0,S
674.7834791126182,17.399072917045988
548.2000192668606,17.06278522566926
904.51465943787,19.699663912909624
740.8849670421832,15.34404698898129
943.6128292494766,11.684134355221321
843.7750196848192,10.89518176233223
667.0242692883805,11.9431833433758
861.664687876045,11.248632176258264
660.1358945964869,17.296920952787758
568.7579175822892,14.046325021427226
927.755850904544,14.434023946308887
948.5714564867544,11.37337050208845
677.129959592816,13.39112752512782
611.0325070979972,18.559976560127218
796.3248362757702,16.69605890576617
663.5226897025416,16.6424635222657
759.2636879306865,15.385623878908202
733.1675462292822,11.073036145148077
951.2174050355177,16.227720896251178
512.3124549770207,14.14773714849746
780.6249895986439,19.153437486754186
626.8331524603819,10.363436913788814
938.0206151815337,19.05752571174433
521.0101679745985,15.183349995345488
777.9175450371135,17.714405945134626
978.1061001779194,14.4526411476823
617.5556620554079,19.482757160054348
956.6656886228529,13.429334740713045
536.5360777580798,14.709993135975068
750.7541543244051,14.848520836140047
563.9316009225755,14.87954741917244
974.5068708421825,13.224348112153267
608.5270045850959,12.392454520354327
868.2158247065332,12.750987918061051
598.6075842298842,19.761057316784957
677.9508568531268,15.241078111394838
666.2539503023108,18.27407100058974
573.9120232231569,19.25576649579633
910.8144197612644,13.560669259618603
980.0757981527195,17.562831438659874
502.40583610435783,10.27941546892916
618.6622721372021,15.151434575830308
902.5567291180419,13.176229800279287
500.81442880752326,15.975370886328754
764.9466990631108,17.87008375808444
995.7293353014013,14.287301321310862
970.9133076590675,17.94538185278611
704.7036641612543,10.889825527717301
638.1275774506983,17.740722058033427
773.631015326006,19.91631278290046
979.7836224776106,14.270983258598275
641.0464557876276,14.775291996397694
654.3957868810107,13.824432422722376
949.5042630274854,16.163788940717787
866.7302096974033,13.03820187325833
648.0791241575106,13.669953161675197
603.6526635223138,17.538310780948045
559.284150559883,15.269591533859709
698.6589288424675,11.689770172703376
960.4100198528874,18.298416792282215
551.6084548353961,10.445871848137326
654.6968532283462,14.729909118561046
797.130226172403,17.18736550261935
947.8936367356042,14.339352843111744
879.5335269125171,15.733471468555411
921.1870192060464,17.033162860261772
717.4541215673332,13.312905760883549
836.4620070347764,11.808840789106313
687.1900659301816,16.15127540636876
522.3657906445376,19.285501157906815
968.0505331979163,11.414564562771849
722.1746069009972,14.80817095325487
887.1557862268646,13.70025441520121
614.5618987217189,13.160538147780905
977.162694455479,14.923820069243686
691.5019501994301,19.391189005498653
538.4608335831922,15.325726762651932
762.2040219034493,15.690809506460326
711.768579339448,18.901681295921183
667.9052731032111,18.96582102686697
517.5079440780299,19.703407572755864
871.6072715799535,11.47808958968139
500.7349578299262,12.433355014061831
819.8352657409031,11.313680520714872
793.9812497698695,10.221776804256974
513.8586799976488,18.560742444849986
704.6505764565038,13.674570738884645
556.814598155313,19.521227920629883
866.3409976977657,13.186733123081702
843.6149538014745,10.411993564382232
733.4546389854206,10.193437017112956
780.9594973119476,11.064935407976835
830.6669563898661,18.339280383380324
916.6899903063389,14.123390568384751
558.3583843091474,12.023008626390403
733.047740647833,19.992126619361947
904.8729536021879,11.987579723073939
586.1417152846875,11.051052775721
538.9934675445572,13.598296054740779
963.4636190437667,19.04113394393854
