k0,S
1092.6674186896435,10.082821242231809
1746.7000083541175,7.387003208189516
1777.6788204915154,12.45537323223089
1264.6991959268948,13.637692580600065
1724.4650940998986,10.305492594805608
1094.280129367578,5.273185769769592
1963.201268593119,7.711263765602424
1735.887807861312,9.261541009058716
1815.570848453961,7.210221601203349
1870.7534302459242,10.572826133335562
1754.0022601794658,11.451546931127105
1361.1278366269762,14.076345634547181
1567.1898076554944,13.680521770082997
1292.7758444422338,14.719780334099923
1886.3314486815786,13.507750669274932
1037.1530168332843,9.18387103471335
1976.8706535700526,9.222814360025797
1403.692549888252,5.991698353469323
1571.6858293138546,10.74603209219625
1407.4701181116188,12.476171136052553
1209.1574200741795,7.456367083101647
1883.4634248082439,8.25868990734043
1554.234554494244,8.12326471694197
1577.36537885041,10.383105407936794
1645.7067023381342,12.86442905540712
1808.1124923631976,6.2890245668832
1855.0356944134896,10.837201087346354
1247.9826042625255,12.0449084164281
1841.1451418454267,7.630109311238696
1217.1643033500056,12.324219225727333
1453.434996377171,11.791982422536986
1952.11005906756,8.050980780180996
1115.9068700793043,13.315639697040112
1638.055284727328,8.278836622833168
1414.7987175604626,6.323571887237605
1980.5213606366144,5.5550972075495935
1444.1115499080117,13.705711919426083
1925.121793489819,8.180182846254047
1700.94905371913,8.906432361210719
1670.0916858099868,14.843691145919484
1776.9955269093948,7.479193499532252
1781.4730946511013,10.639549068099388
1344.503647363523,8.377680479407585
1357.6280597358768,5.839038680208068
1534.5984325387103,12.419300455892648
1454.6659308503129,9.6648206553966
1419.8475779909909,9.179279938774947
1139.0786985855918,7.999087624552837
1543.2590010948038,6.143974074009431
1077.06608970696,14.814279090344641
1937.7574058548767,9.27352292394198
1630.95796848797,9.185787831455864
1254.4552007915229,12.06465485946456
1555.558111641863,10.930717889844445
1214.6908742357264,9.026990853290236
1611.5886560622432,11.5075653440975
1757.6553182629352,8.776227112583102
1470.9076251079218,8.77087116886123
1301.5047246033776,7.408976295852084
1010.9592930087051,7.296374905119732
1683.157310656546,13.741439863273932
1898.3495510543585,10.13213664840019
1166.5360635610884,5.059355340081462
1082.5121134406415,7.189941873740802
1392.8000490704458,8.826962223675777
1620.3158014362718,8.221003941842598
1054.488078301732,7.963266636787126
1853.7431581460019,9.665067465581197
1275.6402000647145,6.877249204585237
1800.8731392056534,13.495394404150712
1253.7381537488986,12.234937210914504
1950.67489112023,5.521596084520887
1329.070094467491,9.664392986527716
1254.09297952692,6.062226284319083
1802.8365827154307,5.36972156903778
1286.1141166044838,13.150162825154009
1117.8419765757678,12.466887275313585
1498.8576550312232,14.681180949789871
1062.8992212443384,11.624684327655084
1606.9826052978106,14.396058507697148
1569.799700011994,13.764080128943109
1277.2060783553784,13.601336269033718
1486.1069717288792,14.692463354712494
1758.8356464410135,13.190046984536146
1124.9460840318986,8.543491011761619
1229.924636894493,14.828830088151939
1129.3631963570997,11.857937606158046
1691.756309037678,14.29564046400561
1846.3276401569733,11.064326058969952
1053.850427402322,8.51114037153159
1847.0763542763043,13.765134857313067
1366.0753971581362,7.089821209237468
1626.802510042302,9.94200654682201
1114.1064700596062,9.949918827514537
1775.9117996987068,8.52576885148614
1316.465751952288,5.193559308690972
1396.5770354569306,12.954124163576541
1071.4777107417435,10.441409505389668
1656.8402353122244,13.791140288396381
1070.2058923125082,8.4938366670152
